Source,Target,Type,Id,Label
A Kondacs,J Watrous,Undirected,1,504.0
P Bose,JF Buss,Undirected,18,162.0
P Bose,A Lubiw,Undirected,19,162.0
JF Buss,A Lubiw,Undirected,20,162.0
A Lubiw,M Overmars,Undirected,25,52.33333333333333
A Lubiw,ED Demaine,Undirected,27,109.19999999999999
A Lubiw,ML Demaine,Undirected,28,109.19999999999999
ED Demaine,ML Demaine,Undirected,81,109.19999999999999
M Vilain,H Kautz,Undirected,143,383.3333333333333
M Vilain,P Van Beek,Undirected,144,383.3333333333333
H Kautz,P Van Beek,Undirected,145,383.3333333333333
P Van Beek,R Cohen,Undirected,146,13.5
P Van Beek,F Bacchus,Undirected,147,235.0
P Van Beek,R Dechter,Undirected,148,32.0
P van Beek,G Kondrak,Undirected,151,292.0
P van Beek,R Cohen,Undirected,152,519.6666666666666
P van Beek,X Chen,Undirected,153,247.0
P van Beek,R Dechter,Undirected,155,352.0
R Cohen,S Vertovec,Undirected,162,806.0
R Cohen,R Sandbrook,Undirected,163,253.33333333333331
R Cohen,MG Lipton,Undirected,164,97.0
R Cohen,MQ Dai,Undirected,165,97.0
R Cohen,B Benhabib,Undirected,166,102.66666666666666
R Cohen,PCW Gutkind,Undirected,168,165.16666666666669
X Chen,M Li,Undirected,235,243.33333333333334
X Chen,S Kwong,Undirected,236,243.33333333333334
X Chen,P Kearney,Undirected,237,0.6666666666666666
RC Holt,CLA Clarke,Undirected,283,132.0
RC Holt,SE Sim,Undirected,284,132.0
A Barenco,CH Bennett,Undirected,288,1590.6666666666667
A Barenco,R Cleve,Undirected,289,1590.6666666666667
A Barenco,DP DiVincenzo,Undirected,290,1590.6666666666667
A Barenco,N Margolus,Undirected,291,1590.6666666666667
A Barenco,P Shor,Undirected,292,1590.6666666666667
CH Bennett,R Cleve,Undirected,293,1590.6666666666667
CH Bennett,DP DiVincenzo,Undirected,294,1590.6666666666667
CH Bennett,N Margolus,Undirected,295,1590.6666666666667
CH Bennett,P Shor,Undirected,296,1590.6666666666667
CH Bennett,M Li,Undirected,297,317.6
CH Bennett,PMB Vitányi,Undirected,298,296.0
